id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
3036,21,"project, planning, project deliverables, budget, quality, work, team, project management, communication","planning, communication skills, project, team",,None,Junior,project
3037,21,"project, risk assessment, time, client, work, team, ms, execution","project, risk assessment, time, presentation skills, presentation, client, responsibility, team, decision",,Bachelor,None,"risk, project"
3038,21,"quality management, project, time, project planning, planning, status, scope, jira, monitoring, pmp, quality, budget, ms, team, project goals, work, project management, communication","project, time, planning, goal, presentation, problem solving, task, team, negotiation, documentation, communication",,None,Mid-Level,"project, documentation, tracking"
3039,21,"meeting, resource allocation, project, change, planning, continuous improvement, monitoring, quality, work, team, project management, status, communication","project, strategic, collaboration, leadership, planning, team, communication",,None,Senior,"plan, project, tracking"
3041,21,"risk, pert, cost, quality, team, project execution, project, risk assessment, continuous, issue, risk management, change management, change, continuous improvement, gantt, time management, work, project management, execution, communication, scope, stakeholder","communication skills, risk, project, risk assessment, leadership, responsibility, time management, stakeholder, team",,None,None,"risk, project, creation, stakeholder, register, plan"
3042,21,"project, project deliverables, client, scope, budget, quality, team, work, project management, communication","communication skills, project, collaboration, client, team, documentation, communication",,None,None,"project, documentation"
3043,21,"project management, execution, project",project,,None,None,"project, tracking"
3044,21,"ms project, project, change, planning, cost, budget, monitoring, quality, agile, ms, work","organization, planning, project",,None,None,"track, agile, project"
3045,21,project,"problem, project",,None,None,"plan, project"
3046,21,"project, kpi, change, time, status, planning, critical, cost, client, budget, quality, team, project lifecycle, work, project management, communication","project, collaboration, time, planning, critical, client, team, communication",,None,Senior,project
3047,21,"quality management, resource allocation, project, risk, continuous improvement, planning, scope, communication plan, budget, execution, quality, team, risk management, work, monitoring, team leadership, project management, communication","communication skills, project, risk, organization, planning, initiative, leadership, goal, presentation, team, communication",,None,Mid-Level,"risk, plan, project, track"
3048,21,"change management, project, change, hybrid, planning, closure, continuous improvement, initiation, execution, monitoring, budget, work, team, project management, communication","project, collaboration, organization, planning, team, communication",,None,None,"track, mapping, project"
3049,21,"project planning, quality, team, ms project, project, kanban, risk management, lessons learned, change management, critical, work, project management, communication, time, resource, scope, monitoring, agile, budget, scrum, scrum master","project, strategic, risk, time, planning, critical, responsibility, task, team, communication",,Master,Senior,"project, risk, scheduling, agile, plan"
3050,21,"project management, communication","project, strategic, collaboration, communication",,None,None,"track, project"
3051,21,"project, stakeholder, team, project management, execution","accountability, project, strategic, organization, leadership, stakeholder, team, negotiation",stakeholder engagement,None,None,"stakeholder, project"
3052,21,"project, time, continuous improvement, project budget, pmp, work, status report, project lifecycle, team, project management, status","project, time, organization, feedback, team",,None,Senior,"track, project"
3053,21,"project, time, continuous improvement, quality, team, project management, execution","project, collaboration, time, organization, feedback, presentation skills, team",,None,Mid-Level,project
3054,21,"project, prince2, time, critical, client, stakeholder, agile, work, team, pmp, quality, project management, status, project manage, communication","communication skills, project, time, organization, critical, client, responsibility, task, stakeholder, team, communication",,None,Senior,"stakeholder, agile, project"
3055,21,"risk, cost, pmp, quality, project scope, team, project, hybrid, risk assessment, continuous, meeting, risk management, status, work, project management, execution, communication, scope, budget, status report","project, risk, risk assessment, leadership, feedback, presentation skills, team, communication",,None,Senior,"risk, project"
3056,21,"client communication, client, work, team, communication","client communication, strategic, collaboration, leadership, presentation, client, team, communication, negotiation skills",,None,Senior,track
3057,21,"project, hybrid, planning, client, quality, work, team, communication","communication skills, strategic, project, organization, planning, decision making, leadership, client, problem solving, team",,None,None,"plan, project"
3059,21,"project, time, change, status, planning, critical, time management, execution, conflict resolution, team, work, project management, project execution, communication","strategic, project, time, organization, leadership, critical, planning, presentation, team management, time management, conflict resolution, team, communication, negotiation skills",,None,None,"scheduling, track, project, creation"
3061,21,"project, time, prince2, project deliverables, closure, cost, client, execution, budget, pmp, work, team, quality, project management, communication","communication skills, project, time, client, team management, team",,Master,Senior,"plan, project, track"
3062,21,"project, asana, trello, jira, agile, work, team, project management, execution, scrum, communication","communication skills, project, team, communication",,None,Senior,"track, agile, project"
3063,21,"scrum, vendor, resource allocation, hybrid, critical, kanban, jira, confluence, agile, work, team, project management, project execution, vendor management, scrum master, communication","strategic, project, collaboration, critical, team, communication",,Master,Senior,"plan, agile, project"
3064,21,"project, risk, time, prince2, status, planning, resource, client, scope, budget, continuous, quality, team, pmp, agile, project management, execution, communication","strategic, project, collaboration, time, organization, planning, leadership, risk, client, responsibility, team, communication",,None,Senior,"risk, agile, project"
3065,21,"project, hybrid, planning, critical, work, team, project management, communication","communication skills, strategic, project, organization, feedback, critical, leadership, planning, team management, team, communication",,None,Senior,"plan, project"
3066,21,"ms project, project, time, project planning, cost, time management, monitoring, quality, team, ms, project management, communication","project, time, planning, leadership, problem solving, time management, team, communication",,Bachelor,Senior,project
3067,21,"project, planning, critical, resource, client, scope, time management, monitoring, work, team, project management, status, communication","strategic, project, planning, critical, client, time management, team, documentation, communication",,Bachelor,None,"project, documentation"
3068,21,"project, change, agile, work, quality, team","project, team",,None,None,"track, agile, project, creation"
3069,21,"cost, execution, team, status, vendor management","organization, leadership, presentation, problem solving, responsibility, task, team, negotiation",,None,Senior,plan
3070,21,"project, time, budget, agile, quality, team, work, status","strategic, collaboration, project, time, feedback, team",,None,None,"agile, project"
3071,21,"meeting, lessons learned, project, prince2, hybrid, planning, client, scope, monitoring, pmp, work, team, agile, continuous, project management, communication","communication skills, project, collaboration, organization, leadership, planning, client, problem solving, team",,None,Senior,"agile, project"
3072,22,"market, business, team, business development, presentations","responsibility, business",,None,None,"market, business, strategy"
3073,22,"powerpoint, strategic, microsoft, lead, network, digital, business, verbal, target, crm, written, brand, team, sales, presentations","strategic, feedback, network, business, confidence, sales, communication",opportunity,None,None,"design, lead, business, crm, sales, strategy"
3074,22,"powerpoint, industry, account, business","time, teamwork, business, responsibility, time management",,Bachelor,Senior,"business, strategy"
3075,22,"market, business opportunities, account management, sales meetings, network, business, prospecting, business development, sales","communication skills, network, business, sales",,None,None,"market, business, sales"
3076,22,"kpi, email, customer, team, sales","teamwork, time, customer, active, sales, communication",opportunity,None,None,sales
3077,22,"industry, market, linkedin, strategic, email, business, customer, team, brand, sales","strategic, teamwork, business, customer, sales, communication",,None,Senior,"market, business, sales"
3078,22,"digital, business, team, business development, sales, microsoft","accountability, teamwork, business, responsibility, sales",opportunity,None,None,"business, sales"
3079,22,"industry, strategic, written, team, business development","communication skills, strategic, business, presentation, active",opportunity,Bachelor,Intern,business
3080,22,team,,opportunity,None,None,design
3081,22,"market, strategic, closing, growth, business, team, business development, competitive analysis","strategic, resilience, growth, business, responsibility",opportunity,None,Senior,"growth, market, business, strategy"
3082,22,"trade, problem, business, customer","problem, communication skills, teamwork, business, customer",,None,Senior,business
3083,22,"network, written, business, brand","active, network, business, communication",,Bachelor,Senior,"plan, business"
3084,22,"trade, industry, business, closing",business,,Bachelor,Mid-Level,business
3085,22,"business opportunities, sales, business, customer, written, business development, verbal communication, strategic partnerships, presentations","communication skills, strategic, persuasion, feedback, business, presentation, customer, goal, task, sales, communication",,None,None,"design, business, sales"
3086,22,"written, business, problem solving","teamwork, time, business, problem solving, communication",opportunity,Bachelor,Senior,business
3087,22,"industry, strategic, growth, business, problem solving, business development, sales","strategic, growth, relationship, business, problem solving, sales, communication",,None,None,"growth, business, sales"
3088,22,"market, account, microsoft, written, team, brand, business development, presentations","business, communication",opportunity,None,Senior,"market, design, business"
3089,22,"powerpoint, crm",,,None,None,"crm, plan"
3090,22,"powerpoint, industry, growth, business, brand","communication skills, growth, business, presentation, communication",opportunity,None,Senior,"growth, business"
3091,22,"account, business, team","business, time",opportunity,Bachelor,None,"generation, business"
3092,22,business,"business, communication, presentation, time",,None,Senior,"plan, business"
3093,22,"sales targets, market, business opportunities, strategic, growth, trade, business, customer, target, crm, proposal, business development, negotiation, sales","strategic, growth, presentation skills, business, presentation, customer, negotiation, sales, communication",,None,Mid-Level,"market, growth, business, crm, proposal, sales"
3094,22,"industry, linkedin, sales pipeline, lead generation, growth, network, digital, business, prospecting, customer, email, revenue, written, team, business development, sales","growth, network, business, goal, customer, sales",opportunity,None,Entry Level,"lead, growth, business, generation, sales, strategy"
3095,22,"industry, strategic, kpi, growth, business, written, team, negotiation, business development","strategic, growth, business, negotiation skills, communication",,None,None,"growth, business, entry"
3096,22,"strategic, business, problem solving, written, team, business development, verbal","communication skills, strategic, initiative, business, problem solving",,Bachelor,None,"design, business, optimization"
3097,22,,,,None,None,plan
3098,22,"powerpoint, customer, crm, written, team, verbal","customer, communication skills, time",,Bachelor,None,crm
3099,22,"market, written communication, digital, business, partnership, team","communication skills, business, feedback",,None,Senior,"market, design, business, partnership"
3100,22,,,,None,None,
3101,22,"market, business, competitive, customer, team, negotiation, business development","customer, business, negotiation",,None,None,"market, design, business"
3102,22,"industry, market, business opportunities, salesforce, closing, growth, business, customer, client, revenue, crm, market trends, brand, business development, networking, sales","communication skills, growth, business, client, customer, networking, sales",,Master,None,"market, growth, business, crm, sales"
3103,22,"industry, market, business opportunities, sales, lead, competitive, business, customer, pricing, revenue, proposal, business development, negotiation, strategic partnerships","strategic, business, customer, negotiation, sales, communication",,None,None,"market, lead, business, proposal, sales"
3104,22,"industry, market, business opportunities, strategic, industry events, growth, business, competitive, customer, market trends, client, target, business development, competitive analysis","strategic, collaboration, teamwork, growth, feedback, business, customer, responsibility, client, communication","competitive positioning, opportunity",None,Senior,"growth, market, business"
3105,22,"lead, trade, growth, competitive, business, crm, target, written, team, strategic thinking, sales","collaboration, growth, business, goal, strategic thinking, sales",,None,None,"design, lead, growth, business, generation, crm, sales"
3106,22,business development,"active, business, communication, teamwork",,Bachelor,Senior,business
3107,22,,time,,None,Intern,
3108,22,"market, trade, digital, business, customer, target, proposal, business development, sales","teamwork, presentation skills, feedback, business, customer, sales, communication",,Bachelor,Senior,"market, design, business, proposal, sales"
3109,22,"market, competitive, business, customer, sales, presentations","time, business, customer, sales, communication",,Bachelor,Intern,"market, business, sales"
3110,22,"industry, market, business, team","time management, communication skills, business, communication",,None,None,"plan, market, business"
3111,22,"partnership, business, team",business,,None,Senior,"business, partnership"
3112,22,"powerpoint, industry, market, microsoft, lead, network, business, partnership, client, pricing, verbal, written, team, proposal, business development, verbal communication, sales, presentations","communication skills, time, presentation skills, network, business, presentation, client, active, sales",opportunity,None,Senior,"market, design, lead, business, partnership, generation, proposal, plan, sales"
3113,22,"market, strategic, growth, digital, business, customer, target, team, business development, presentations","strategic, growth, relationship, business, customer",market analysis,None,None,"market, design, growth, business, plan, strategy"
3114,22,"industry, linkedin, industry events, lead, email, b2b, client, crm, team, business development, networking, sales, customer relationship","communication skills, feedback, relationship, business, customer, client, active, networking, sales",opportunity,None,None,"lead, business, b2b, crm, sales"
3115,22,"problem, industry, business opportunities, b2c, strategic, linkedin, growth, business, b2b, customer, revenue, written, team, business development","problem, strategic, growth, initiative, business, customer, responsibility, time management",opportunity,Master,Senior,"growth, business, b2b, strategy"
3116,22,"market, business opportunities, network, business, customer, business development, sales","communication skills, teamwork, time, network, business, customer, active, sales",opportunity,None,Mid-Level,"market, business, sales"
3117,22,"industry, market, sales, growth, business, market trends, pricing, written, brand, business development, competitive analysis","presentation, growth, business, sales",,None,Mid-Level,"growth, market, business, sales"
3118,22,"market, digital, business, customer, business development, sales","teamwork, presentation skills, initiative, business, relationship, customer, task, sales, communication",,None,Senior,"market, business, plan, sales, strategy"
3119,22,"business development, business, team, problem solving","communication skills, teamwork, time, business, relationship, problem solving, responsibility",opportunity,None,Senior,"design, business"
3120,22,"strategic, growth, business, client, team, business development, sales","strategic, collaboration, growth, relationship, business, client, professionalism, sales, communication",,None,None,"growth, business, sales"
3121,22,"industry, sales, microsoft, lead generation, growth, email, business, customer, revenue, crm, team, business development, hubspot, cold, strategic partnerships, presentations","strategic, collaboration, growth, business, customer, sales, communication",,Master,None,"lead, growth, business, generation, crm, sales"
3122,22,"market, business, competitive, customer, team, negotiation, business development","customer, business, negotiation",,None,None,"market, business"
3123,22,,,,None,None,plan
3124,22,"powerpoint, industry, market, microsoft, lead, network, business, partnership, client, pricing, verbal, written, team, proposal, business development, verbal communication, sales, presentations","communication skills, time, presentation skills, network, business, presentation, client, active, sales",opportunity,None,Senior,"market, design, lead, business, partnership, generation, proposal, plan, sales"
3125,22,"industry, industry events, lead, email, b2b, client, crm, team, business development, networking, sales, customer relationship","communication skills, feedback, relationship, business, customer, client, active, networking, sales",opportunity,None,None,"lead, business, b2b, crm, sales"
3126,22,"strategic, proposal writing, business, proposal, business development, presentations","accountability, strategic, business, presentation",opportunity,None,None,"plan, proposal, business, strategy"
3127,22,"business, customer","customer, persuasion, business, communication",,None,None,business
3128,22,"written, linkedin, team, negotiation",negotiation skills,,Bachelor,None,
3129,22,"digital, business, team, proposal, business development, networking, sales","communication skills, teamwork, business, responsibility, networking, sales, communication",opportunity,None,Senior,"business, sales, proposal"
3130,22,"industry, market, business opportunities, account, microsoft, trade, business, customer, team, business development, sales, presentations","communication, business, sales, customer",,None,None,"market, business, sales"
3131,22,"customer acquisition, strategic, business, sales, presentations","strategic, teamwork, relationship, business, customer, responsibility, task, sales, communication",,Bachelor,Senior,"business, sales, strategy"
3132,22,"market, growth, digital, written communication, business, customer, revenue, target, team, brand, business development, cold, sales","communication skills, growth, business, customer, sales, communication",opportunity,Bachelor,None,"market, growth, business, sales, entry"
3133,22,"industry, account, business, strategic thinking, team","task, feedback, business, strategic thinking",opportunity,None,None,"plan, business"
3134,22,"business, customer, problem solving, crm, team, sales","time, business, customer, problem solving, sales, communication",opportunity,None,None,"crm, business, sales"
3135,22,"industry, market, business opportunities, strategic, growth, business, client, team, negotiation, business development, sales","communication skills, strategic, collaboration, relationship building, growth, business, client, negotiation, sales",,Bachelor,Senior,"growth, market, business, sales"
3136,22,"b2b sales, strategic partnerships, market expansion, market, lead, network, competitive, b2b, business development, sales","communication skills, strategic, network, business, sales",,None,None,"market, lead, business, b2b, sales"
3137,22,"b2b sales, powerpoint, strategic, digital, business, customer, crm, target, written, business development, brand awareness, sales","communication skills, strategic, persuasion, business, customer, sales, communication",opportunity,None,Senior,"crm, b2b, business, sales"
3138,22,account,"presentation, teamwork",,None,Intern,
3139,22,"industry, lead, network, business, team","network, business, time",opportunity,None,Intern,"lead, business"
3140,22,"growth, business, written, team, negotiation, business development, strategic partnerships","communication skills, strategic, collaboration, growth, business, negotiation skills, communication",,None,None,"growth, business, optimization"
3141,22,"growth, business, team","time, growth, business, responsibility, communication",opportunity,None,None,"growth, business"
3142,22,"industry, market, strategic, closing, growth, digital, business, customer, client, revenue, team, business development, sales","communication skills, strategic, growth, feedback, business, customer, client, sales",opportunity,Bachelor,None,"market, growth, business, sales, strategy"
3143,22,"market, account, account management, growth, partnership, client, crm, written, team, salesforce, sales","communication skills, time, feedback, pitch, growth, goal, client interaction, sales, communication",,None,None,"market, growth, pitch, partnership, crm, plan, sales"
3144,22,"strategic, growth, competitive, revenue, written, team, business development","communication skills, growth, strategic, business",,None,Mid-Level,"growth, business"
3145,22,"growth, brand","growth, communication",,None,None,growth
3146,22,"sales targets, industry, market, kpi, business, partnership, team, business development, sales, microsoft","communication skills, presentation skills, clarity, business, time management, sales, communication",,None,None,"partnership, market, business, sales"
3147,22,"account, lead, digital, business, customer, team, customer satisfaction, business development","business, customer, responsibility, task, communication",opportunity,Bachelor,Mid-Level,"lead, plan, business, strategy"
3148,22,,,,None,None,plan
3149,22,"market, sales pipeline, lead generation, growth, business, prospecting, client, customer, crm, team, negotiation, market trends, business development, sales, closing deals","growth, business, customer, client, negotiation skills, sales, communication",,None,Mid-Level,"market, lead, growth, business, generation, crm, sales"
3150,22,"customer, digital, business, problem solving","communication skills, teamwork, business, customer, problem solving",,None,Mid-Level,business
3152,22,"market, account, trade shows, business, customer, sales","business, sales, customer",opportunity,None,None,"plan, market, business, sales"
3154,22,"industry, market, business opportunities, client acquisition, growth, network, business, competitive, customer, client, market trends, revenue, customer satisfaction, team, brand, business development, negotiation, sales","feedback, growth, network, relationship, business, customer, client, presentation skills, negotiation, sales, communication",opportunity,None,Senior,"market, growth, business, sales, strategy"
3156,22,"market, growth, digital, competitive, business, customer, crm, negotiation, business development, sales","growth, business, customer, negotiation skills, sales, communication",,None,None,"market, growth, business, crm, sales"
3158,22,"market, business opportunities, strategic, digital, business, partnership, customer, market trends, crm, written, team, salesforce, business development, sales, presentations","strategic, presentation skills, business, customer, sales, communication",,None,Senior,"market, business, partnership, crm, sales, entry"
3160,22,"problem, market, strategic, growth, competitive, business, customer, revenue, written, team, verbal communication","problem, strategic, time, growth, business, goal, customer, communication",,None,None,"market, design, growth, business, strategy"
3162,22,"market, sales pipeline, competitive analysis, growth, digital, written communication, business, customer, revenue, team, business development, sales, verbal","communication skills, time, growth, business, goal, customer, sales","opportunity, market analysis",None,None,"market, design, optimization, growth, business, sales, strategy"
3163,22,"industry, strategic, lead, growth, digital, business, customer, market trends, written, team, business development, sales, verbal","strategic, growth, presentation skills, business, customer, sales, communication",opportunity,None,Senior,"market, lead, growth, business, sales, strategy"
3165,22,"sales targets, market, business opportunities, strategic, growth, digital, business, problem solving, target, crm, team, negotiation, business development","communication skills, strategic, growth, business, problem solving, active, negotiation, sales",opportunity,None,Mid-Level,"market, growth, business, crm, sales"
3166,22,"linkedin, business, team, negotiation","presentation skills, business, responsibility, active, negotiation, communication",opportunity,Master,None,"plan, business"
3167,22,"crm, digital, business, customer","feedback, business, customer, task, communication",,None,Senior,"crm, business"
3168,23,"powerpoint, market, excel, sensitivity, data, financial analysis, power bi, analytical","data, business, financial, analytical",,None,Senior,"model, financial, analysis, performance"
3169,23,"powerpoint, internal, financial, excel, gaap, annual, ifrs, audit, data, financial analysis, financial reporting","financial, data, business, problem solving",,None,Senior,"financial, analysis"
3170,23,"analytical, roi, communication skills, scenario, financial, strategic, excel, cost, sap, budgeting, budget, ifrs, audit, data, financial analysis, power bi, financial reporting","communication skills, financial, teamwork, business, data, analytical",,None,None,"financial, analysis, performance"
3171,23,"roi, market, variance, financial, compliance, excel, sap, oracle, power, annual, budgeting, budget, financial planning, forecasting, data, audit, power bi, analytical","accountability, financial, organization, planning, critical, business, data, report, analytical",portfolio,Master,Mid-Level,"portfolio, forecast, financial, forecasting, report, analysis"
3172,23,"scenario, strategic, variance analysis, investment, excel, cost, power bi, forecasting, analytical, financial, annual, cost analysis, financial reporting, communication, financial modeling, budgeting, attention to detail, financial planning, data","financial, planning, presentation skills, business, attention to detail, data, report, analytical, communication",,None,None,"financial, investment, model, forecasting, report, analysis"
3173,23,"internal, analytical, communication skills, financial modeling, financial strategy, strategic, financial, capital, risk, compliance, excel, attention to detail, ifrs, audit, forecasting, financial reporting","communication skills, financial, collaboration, critical, business, attention to detail, analytical",portfolio,None,Senior,"portfolio, financial, invest, forecasting, analysis"
3174,23,"financial, investment, excel, compliance, expense, budget, ifrs, power, data","problem, financial, organization, business, data",,None,Senior,"investment, model, financial"
3175,23,"internal, market, data, risk, excel, corporate, market trends, financial analysis, communication","financial, collaboration, time, organization, presentation skills, critical, business, client, data, communication",portfolio,None,Senior,"portfolio, model, financial, analysis"
3176,23,"internal, financial, risk, audit, data, sql, income","results, financial, organization, business, problem solving, data, report",,None,None,"report, financial, analysis"
3177,23,"financial, analytical thinking, capital, investment, sap, annual, profit, budget, ifrs, audit","financial, teamwork, time, analytical thinking, business, problem solving, report",,None,Mid-Level,"investment, report, financial, analysis"
3178,23,"powerpoint, internal, strategic, variance analysis, excel, audit, forecasting, scenario analysis, financial analysis, analytical, variance, financial, compliance, annual, financial reporting, financial modeling, budget planning, sap, budgeting, attention to detail, financial planning","results, financial, adaptability, organization, planning, business, problem solving, attention to detail, analytical",,None,None,"forecasting, financial, analysis, performance"
3179,23,"internal, market, financial, risk, capital, attention, investment, compliance, corporate","attention, responsibility, financial, time",,Bachelor,Mid-Level,"investment, model, financial"
3180,23,"financial, kpi, analytical thinking, risk, excel, compliance, audit, financial analysis","results, financial, teamwork, analytical thinking, organization, planning, business",,None,Senior,"model, financial, analysis, performance"
3181,23,"market, financial, analytical thinking, attention, capital, corporate, data","financial, teamwork, attention, analytical thinking, business, presentation, responsibility, data",,Bachelor,Senior,"financial, analysis"
3182,23,"scenario, financial, variance analysis, cost, sap, corporate, budgeting, budget, forecasting, power bi, analytical","financial, organization, planning, decision making, business, decision, analytical",,Bachelor,Senior,"analysis, financial, forecasting, performance"
3183,23,"powerpoint, communication skills, financial, analytical thinking, excel, compliance, sql","communication skills, learning, financial, analytical thinking",,None,Senior,"invest, financial, analysis"
3184,23,"communication skills, data, financial, compliance, cost, sap, excel, revenue, profit, attention to detail, audit, market trends","communication skills, results, financial, collaboration, business, responsibility, attention to detail, data",portfolio,None,Intern,"portfolio, financial, analysis, performance"
3185,23,"cash flow, analytical, financial, attention, balance sheet, budget, ifrs, audit, power, market trends, income statement, financial reporting, communication","financial, time, attention, business, report, analytical, communication",,None,Senior,"report, model, financial, analysis"
3186,23,"communication skills, market, financial, capital, investment, corporate, communication","communication skills, financial, organization, client, communication",,None,None,"investment, model, financial, performance"
3187,23,communication,"business, communication",,None,Senior,
3188,23,"financial, profit and loss, excel, sap, budget, data, communication","financial, time, planning, business, data, report, communication",,Bachelor,Senior,"report, financial, analysis"
3189,23,"financial, strategic, excel, sap, annual, budget, audit, forecasting, data, financial analysis, communication","results, financial, planning, business, data, communication",,None,None,"forecasting, financial, analysis"
3190,23,"internal, communication skills, capital, debt, investment, compliance, corporate, financial analysis, communication","client communication, communication skills, results, financial, time, planning, critical, business, client, documentation",,Bachelor,Entry Level,"investment, financial, analysis"
3191,23,"internal, communication skills, financial, analytical thinking, compliance, sap","communication skills, pressure, financial, time, analytical thinking, organization, business, learning",,None,None,"invest, financial"
3192,23,"analytical, communication skills, financial, variance analysis, excel, cost, forecasting, data, sql, financial reporting","communication skills, results, financial, organization, planning, business, problem solving, data, decision, analytical",,None,Senior,"forecasting, financial, analysis"
3193,23,"cash flow, corporate finance, financial, investment, corporate, market trends, valuation, data, communication","financial, time, planning, business, data, communication",,Bachelor,Senior,"investment, valuation, financial, performance"
3194,23,"analytical, internal, communication skills, financial, sap, profit, forecasting, power, audit, financial reporting, communication","communication skills, results, financial, learning agility, organization, business, learning, analytical, communication",,None,None,"analysis, invest, financial, forecasting"
3195,23,"internal, analytical, market, financial, internal controls, compliance, sap, excel, annual, balance, data, financial reporting","financial, collaboration, time, business, responsibility, learning, data, documentation, analytical",,None,None,"financial, performance"
3196,23,"internal, financial, analytical thinking, compliance, excel, corporate, gaap, ifrs, audit, power","results, financial, pressure, analytical thinking, learning agility, business",,Bachelor,Senior,"financial, performance"
3197,23,"communication skills, risk, financial, analytical thinking, investment, cost, sap","communication skills, financial, analytical thinking, planning, business, responsibility",,None,Senior,"investment, forecast, financial, performance"
3198,23,"internal, analytical, communication skills, financial, risk, cost, sap, budgeting, erp, budget, ifrs, attention to detail, forecasting, audit, data, financial analysis, power bi, financial reporting","communication skills, financial, collaboration, organization, planning, business, responsibility, attention to detail, data, documentation, analytical",,None,None,"forecast, financial, performance, forecasting, analysis"
3199,23,"data, excel, corporate","data, client",,None,None,
3200,23,"cash flow, financial modeling, communication skills, data analysis, ebitda, financial, capital, debt, mergers and acquisitions, valuation models, balance sheet, corporate, mergers, valuation, data, income, analytical, communication","communication skills, results, financial, collaboration, critical, business, responsibility, learning, data, analytical, communication",,None,Mid-Level,"valuation, financial, analysis, performance"
3201,23,"financial, internal controls, sap, corporate, annual, gaap, budget, ifrs, financial planning, audit, financial analysis, analytical","financial, planning, business, analytical",,None,Senior,"financial, analysis, performance"
3202,23,"internal, strategic, financial, tableau, compliance, revenue, attention to detail, financial planning, data, analytical, communication","problem, results, financial, collaboration, planning, business, attention to detail, data, report, analytical, communication",,None,Senior,"financial, performance, model, dashboard, report, analysis"
3203,23,"data, financial, variance analysis, excel, compliance, sap, budgeting, ifrs, audit, financial regulations, financial forecasting","results, financial, time, planning, ethics, decision making, business, data",,Bachelor,Mid-Level,"forecasting, model, financial, analysis"
3204,23,"communication skills, data analysis, financial, excel, sap, forecasting, data, financial analysis, sql, analytical","communication skills, financial, time, business, responsibility, learning, data, analytical",,None,None,"financial, automation, performance, forecasting, analysis"
3205,23,"internal, strategic, excel, audit, power bi, communication skills, cash, forecasting, financial analysis, analytical, financial, compliance, balance sheet, power, financial modeling, sap, corporate, budgeting, attention to detail, data","communication skills, financial, collaboration, teamwork, planning, critical, business, attention to detail, data, analytical",,None,Senior,"forecast, financial, performance, forecasting, analysis"
3206,23,"internal, financial, financial reporting, excel, annual, budgeting, forecasting, financial planning, analytical, communication","results, financial, organization, planning, critical, business, report, analytical, communication",financial statement analysis,None,None,"forecasting, report, financial, analysis"
3207,23,"internal, financial, compliance, cost, sap, corporate, balance, financial planning, data, analytical","financial, collaboration, teamwork, time, planning, presentation skills, business, task, data, report, analytical",,Master,None,"report, financial, analysis, performance"
3208,23,"analytical, communication skills, strategic, financial, excel, sap, budgeting, expense, budget, ifrs, audit, cost analysis, financial reporting","communication skills, financial, teamwork, business, analytical",,None,None,"forecast, financial, analysis, performance"
3209,23,"internal, cash flow, financial, variance analysis, capital, strategic, compliance, sap, annual, budgeting, attention to detail, ifrs, budget, audit, forecasting, data, analytical","financial, time, business, attention to detail, data, analytical",,None,Senior,"forecasting, invest, financial, analysis"
3210,23,"internal, market, data","data, critical, business",,None,None,"analysis, performance"
3211,23,"communication skills, financial, gaap, annual, budgeting, ifrs, forecasting, analytical","communication skills, results, financial, teamwork, business, report, analytical",,None,None,"report, financial, forecasting, performance"
3212,23,"market, risk assessment, forecasting, power","responsibility, business",,None,Senior,"forecast, forecasting"
3213,23,"data, financial, risk, communication","financial, business, learning, data, communication",,None,None,financial
3214,23,"internal, market, corporate finance, financial, capital, investment, excel, data, communication","financial, time, teamwork, organization, feedback, business, client, time management, learning, data, communication",portfolio,None,Intern,"portfolio, investment, financial, analysis"
3215,23,"market, financial, strategic, analytical thinking, investment, budget, audit, data, financial analysis, communication","financial, analytical thinking, teamwork, organization, problem solving, learning, data, communication",portfolio,None,None,"portfolio, financial, investment, performance, analysis"
3216,23,"internal, market, financial, strategic, risk, financial reporting, investment, excel, capital, corporate, valuation, forecasting, power, financial analysis, financial model","financial, organization, planning, business, responsibility",portfolio,None,Senior,"portfolio, financial, investment, performance, model, invest, valuation, forecasting, analysis"
3217,23,"internal, financial, compliance, budget planning, internal controls, budget, forecasting, financial planning","financial, collaboration, planning, feedback, business",,None,Expert,"financial, forecasting, performance"
3218,23,"financial modeling, communication skills, financial, strategic, investment, excel, expense, budget, audit, data, financial analysis, power bi, income, analytical","communication skills, financial, teamwork, business, problem solving, data, report, analytical",,None,Mid-Level,"investment, report, financial, analysis"
3219,23,"communication skills, financial, analytical thinking, compliance, excel, sap, budgeting, budget, ifrs, financial planning, audit, financial analysis, communication","communication skills, results, financial, analytical thinking, planning, business, problem solving, report, communication",,None,Senior,"report, financial, analysis"
3220,23,"sql, analytical, analytical thinking","problem solving, analytical thinking, analytical, teamwork",,Bachelor,None,
3222,23,"strategic, financial, analytical thinking, budget planning, sensitivity, sap, expense, budget, financial analysis, communication","financial, analytical thinking, planning, business, problem solving, responsibility, report, communication",,None,Senior,"report, financial, analysis"
3223,23,"financial, communication","presentation skills, teamwork, financial, communication",,None,None,"financial, analysis"
3224,23,"communication skills, analytical thinking, cost, erp, cost analysis","communication skills, teamwork, analytical thinking, time, problem solving",,None,Senior,analysis
3225,23,"communication skills, market, data analysis, financial, risk, strategic, analytical thinking, excel, sap, oracle, budget, data, financial analysis, power bi, financial reporting, communication","communication skills, financial, analytical thinking, teamwork, feedback, ethics, business, responsibility, data, report, communication",,None,Mid-Level,"report, financial, analysis, performance"
